Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[33]     0.7    0.09    0.00 29131264         mesh_subtract [33]
-----------------------------------------------
                0.00    0.04       1/2           plugin_init_before_run [45]
                0.00    0.04       1/2           plugin_finalize [44]
[34]     0.6    0.00    0.07       2         diffusion_elements_problem_free [34]
                0.05    0.02       1/1           mesh_free [35]
                0.00    0.00       1/1           diffusion_elements_free_elemental_objects [160]
-----------------------------------------------
                0.05    0.02       1/1           diffusion_elements_problem_free [34]
[35]     0.6    0.05    0.02       1         mesh_free [35]
                0.00    0.02       1/1           kd_free [51]
-----------------------------------------------
                0.01    0.06       1/1           wasora_instruction_mesh [11]
[36]     0.5    0.01    0.06       1         mesh_element2cell [36]
                0.04    0.00  109824/109824      mesh_compute_element_barycenter [43]
                0.00    0.01   76544/1377792     mesh_hexahedron_vol [22]
                0.00    0.00   33280/465920      mesh_prism_vol [40]
-----------------------------------------------
                0.00    0.06       1/1           wasora_instruction_mesh_post [39]
[37]     0.5    0.00    0.06       1         mesh_vtk_write_mesh [37]
                0.06    0.00       1/1           mesh_vtk_write_unstructured_mesh [38]
-----------------------------------------------
                0.06    0.00       1/1           mesh_vtk_write_mesh [37]
[38]     0.5    0.06    0.00       1         mesh_vtk_write_unstructured_mesh [38]
-----------------------------------------------
                0.00    0.06       1/1           wasora_step [3]
[39]     0.5    0.00    0.06       1         wasora_instruction_mesh_post [39]
                0.00    0.06       1/1           mesh_vtk_write_mesh [37]
                0.00    0.00       1/2           wasora_instruction_open_file [158]
                0.00    0.00       1/1           mesh_vtk_write_header [168]
                0.00    0.00       1/2           wasora_function_init [157]
                0.00    0.00       1/1           mesh_vtk_write_scalar [169]
-----------------------------------------------
                0.00    0.00   33280/465920      diffusion_elements_normalize_flux [12]
                0.00    0.00   33280/465920      mesh_element2cell [36]
                0.02    0.03  399360/465920      diffusion_elements_results_fill_power [19]
[40]     0.4    0.02    0.03  465920         mesh_prism_vol [40]
                0.02    0.00 1397760/9664512     mesh_cross_dot [29]
                0.01    0.00 4193280/29131264     mesh_subtract [33]
-----------------------------------------------
                0.00    0.00      40/1843240     mesh_init_shape_at_gauss [62]
                0.01    0.00  614400/1843240     mesh_compute_dhdx [14]
                0.03    0.00 1228800/1843240     mesh_compute_dxdr [6]
[41]     0.3    0.04    0.00 1843240         mesh_four_node_quad_dhdr [41]
-----------------------------------------------
                0.04    0.00  812032/812032      mesh_gmsh_readmesh [32]
[42]     0.3    0.04    0.00  812032         mesh_add_material_to_list [42]
-----------------------------------------------
                0.04    0.00  109824/109824      mesh_element2cell [36]
[43]     0.3    0.04    0.00  109824         mesh_compute_element_barycenter [43]
-----------------------------------------------
                0.00    0.04       1/1           wasora_finalize [46]
[44]     0.3    0.00    0.04       1         plugin_finalize [44]
                0.00    0.04       1/2           diffusion_elements_problem_free [34]
                0.00    0.00       1/2           milonga_free_global_matrices [153]
                0.00    0.00       1/2           milonga_free_global_vectors [154]
-----------------------------------------------
                0.00    0.04       1/1           wasora_init_before_run [47]
[45]     0.3    0.00    0.04       1         plugin_init_before_run [45]
                0.00    0.04       1/2           diffusion_elements_problem_free [34]
                0.00    0.00       1/2           milonga_free_global_matrices [153]
                0.00    0.00       1/2           milonga_free_global_vectors [154]
-----------------------------------------------
                0.00    0.04       1/1           main [1]
[46]     0.3    0.00    0.04       1         wasora_finalize [46]
                0.00    0.04       1/1           plugin_finalize [44]
                0.00    0.00       1/1           wasora_free_assignments [190]
                0.00    0.00       1/1           wasora_free_print_vectors [197]
                0.00    0.00       1/1           wasora_free_prints [198]
                0.00    0.00       1/1           wasora_free_dae [191]
                0.00    0.00       1/1           wasora_free_shm [199]
                0.00    0.00       1/1           wasora_free_solves [200]
                0.00    0.00       1/1           wasora_free_print_functions [196]
                0.00    0.00       1/1           wasora_free_files [192]
                0.00    0.00       1/1           wasora_free_functions [193]
                0.00    0.00       1/1           wasora_free_instructions [194]
                0.00    0.00       1/1           wasora_free_matrices [195]
                0.00    0.00       1/1           wasora_free_vectors [202]
                0.00    0.00       1/1           wasora_free_vars [201]
-----------------------------------------------
                0.00    0.04       1/1           wasora_standard_run [2]
[47]     0.3    0.00    0.04       1         wasora_init_before_run [47]
                0.00    0.04       1/1           plugin_init_before_run [45]
-----------------------------------------------
                0.02    0.00  854272/854272      mesh_gmsh_readmesh [32]
[48]     0.2    0.02    0.00  854272         mesh_add_element_to_list [48]
-----------------------------------------------
                              196842             clear_rec [49]
                0.02    0.00       1/1           kd_clear [50]
[49]     0.2    0.02    0.00       1+196842  clear_rec [49]
                              196842             clear_rec [49]
-----------------------------------------------
                0.00    0.02       1/1           kd_free [51]
[50]     0.2    0.00    0.02       1         kd_clear [50]
                0.02    0.00       1/1           clear_rec [49]
                0.00    0.00       1/1           hyperrect_free [164]
-----------------------------------------------
                0.00    0.02       1/1           mesh_free [35]
[51]     0.2    0.00    0.02       1         kd_free [51]
                0.00    0.02       1/1           kd_clear [50]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[52]     0.1    0.00    0.01       1         wasora_parse_main_input_file [52]
                0.00    0.01       1/1           wasora_init_before_parser [53]
                0.00    0.00       1/1           wasora_parse_input_file [81]
                0.00    0.00       1/1           wasora_parse_first_pass [206]
                0.00    0.00       1/1           wasora_init_after_parser [204]
-----------------------------------------------
                0.00    0.01       1/1           wasora_parse_main_input_file [52]
[53]     0.1    0.00    0.01       1         wasora_init_before_parser [53]
                0.00    0.01       1/1           wasora_mesh_init_before_parser [55]
                0.00    0.00      37/70          wasora_define_variable [102]
                0.00    0.00       3/5           wasora_define_file [141]
                0.00    0.00       1/1           plugin_init_before_parser [181]
-----------------------------------------------
                0.00    0.01       1/1           wasora_mesh_init_before_parser [55]
[54]     0.1    0.00    0.01       1         wasora_mesh_element_types_init [54]
                0.01    0.00       1/1           mesh_eight_node_hexahedron_init [56]
                0.00    0.00       1/1           mesh_three_node_triangle_init [73]
                0.00    0.00       1/1           mesh_three_node_line_init [72]
                0.00    0.00       1/1           mesh_two_node_line_init [76]
                0.00    0.00       1/1           mesh_eight_node_quadrangle_init [65]
                0.00    0.00       1/1           mesh_four_node_quadrangle_init [66]
                0.00    0.00       1/1           mesh_six_node_triangle_init [70]
                0.00    0.00       1/1           mesh_ten_node_tetrahedron_init [71]
                0.00    0.00       1/1           mesh_four_node_tetrahedron_init [67]
                0.00    0.00       1/1           mesh_nine_node_quadrangle_init [68]
                0.00    0.00       1/1           mesh_six_node_prism_init [69]
                0.00    0.00       1/1           mesh_twentyseven_node_hexaedron_init [75]
                0.00    0.00       1/1           mesh_twenty_node_hexaedron_init [74]
                0.00    0.00       1/1           mesh_one_node_point_init [167]
-----------------------------------------------
                0.00    0.01       1/1           wasora_init_before_parser [53]
[55]     0.1    0.00    0.01       1         wasora_mesh_init_before_parser [55]
                0.00    0.01       1/1           wasora_mesh_element_types_init [54]
                0.00    0.00       7/70          wasora_define_variable [102]
                0.00    0.00       3/3           wasora_realloc_variable_ptr [149]
                0.00    0.00       1/8           wasora_define_vector [135]
                0.00    0.00       1/4           wasora_vector_init [147]
-----------------------------------------------
                0.01    0.00       1/1           wasora_mesh_element_types_init [54]
[56]     0.1    0.01    0.00       1         mesh_eight_node_hexahedron_init [56]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00      20/921620      mesh_init_shape_at_gauss [62]
                0.00    0.00  153600/921620      mesh_compute_H [26]
                0.00    0.00  307200/921620      mesh_compute_h [17]
                0.00    0.00  460800/921620      mesh_compute_x [18]
[57]     0.1    0.01    0.00  921620         mesh_four_node_quad_h [57]
-----------------------------------------------
                0.01    0.00  854273/854273      mesh_integration_weight [5]
[58]     0.1    0.01    0.00  854273         mesh_alloc_fem_objects [58]
-----------------------------------------------
                0.01    0.00       1/1           milonga_instruction_step [4]
[59]     0.1    0.01    0.00       1         diffusion_elements_results_fill_flux [59]
-----------------------------------------------
                                                 <spontaneous>
[60]     0.1    0.01    0.00                 wasora_io_write_binary_file [60]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.0    0.01    0.00                 mesh_compute_r [61]
-----------------------------------------------
                0.00    0.00       2/26          mesh_eight_node_quadrangle_init [65]
                0.00    0.00       2/26          mesh_six_node_prism_init [69]
                0.00    0.00       2/26          mesh_three_node_triangle_init [73]
                0.00    0.00       2/26          mesh_four_node_quadrangle_init [66]
                0.00    0.00       2/26          mesh_six_node_triangle_init [70]
                0.00    0.00       2/26          mesh_three_node_line_init [72]
                0.00    0.00       2/26          mesh_two_node_line_init [76]
                0.00    0.00       2/26          mesh_eight_node_hexahedron_init [56]
                0.00    0.00       2/26          mesh_nine_node_quadrangle_init [68]
                0.00    0.00       4/26          mesh_tetrahedron_gauss_init [64]
                0.00    0.00       4/26          mesh_hexa_gauss27_init [63]
[62]     0.0    0.00    0.00      26         mesh_init_shape_at_gauss [62]
                0.00    0.00     216/176357592     mesh_eight_node_hexahedron_dhdr [10]
                0.00    0.00     126/43131006     mesh_six_node_prism_dhdr [15]
                0.00    0.00      72/34291784     mesh_eight_node_hexahedron_h [16]
                0.00    0.00      42/8386602     mesh_six_node_prism_h [23]
                0.00    0.00      40/1843240     mesh_four_node_quad_dhdr [41]
                0.00    0.00      20/921620      mesh_four_node_quad_h [57]
                0.00    0.00    2268/2268        mesh_twentyseven_node_hexahedron_dhdr [89]
                0.00    0.00    1680/1680        mesh_twenty_node_hexahedron_dhdr [90]
                0.00    0.00     756/756         mesh_twentyseven_node_hexahedron_h [91]
                0.00    0.00     560/560         mesh_twenty_node_hexahedron_h [92]
                0.00    0.00     180/180         mesh_nine_node_quad_dhdr [93]
                0.00    0.00     160/160         mesh_eight_node_quad_dhdr [95]
                0.00    0.00     150/150         mesh_ten_node_tetrahedron_dhdr [96]
                0.00    0.00      90/90          mesh_nine_node_quad_h [99]
                0.00    0.00      80/80          mesh_eight_node_quad_h [101]
                0.00    0.00      60/60          mesh_four_node_tetrahedron_dhdr [104]
                0.00    0.00      50/50          mesh_ten_node_tetrahedron_h [105]
                0.00    0.00      48/48          mesh_six_node_triang_dhdr [107]
                0.00    0.00      24/24          mesh_six_node_triang_h [116]
                0.00    0.00      24/138264      mesh_three_node_triang_dhdr [83]
                0.00    0.00      20/20          mesh_four_node_tetrahedron_h [118]
                0.00    0.00      12/69132       mesh_three_node_triang_h [85]
                0.00    0.00       9/9           mesh_three_node_line_h [133]
                0.00    0.00       9/9           mesh_three_node_line_dhdr [132]
                0.00    0.00       6/6           mesh_two_node_line_h [139]
                0.00    0.00       6/6           mesh_two_node_line_dhdr [138]
-----------------------------------------------
                0.00    0.00       1/2           mesh_twentyseven_node_hexaedron_init [75]
                0.00    0.00       1/2           mesh_twenty_node_hexaedron_init [74]
[63]     0.0    0.00    0.00       2         mesh_hexa_gauss27_init [63]
                0.00    0.00       4/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       4/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/2           mesh_ten_node_tetrahedron_init [71]
                0.00    0.00       1/2           mesh_four_node_tetrahedron_init [67]
[64]     0.0    0.00    0.00       2         mesh_tetrahedron_gauss_init [64]
                0.00    0.00       4/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       4/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[65]     0.0    0.00    0.00       1         mesh_eight_node_quadrangle_init [65]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       8/120         wasora_mesh_add_node_parent [97]
                0.00    0.00       4/50          wasora_mesh_compute_coords_from_parent [106]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[66]     0.0    0.00    0.00       1         mesh_four_node_quadrangle_init [66]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[67]     0.0    0.00    0.00       1         mesh_four_node_tetrahedron_init [67]
                0.00    0.00       1/2           mesh_tetrahedron_gauss_init [64]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[68]     0.0    0.00    0.00       1         mesh_nine_node_quadrangle_init [68]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00      12/120         wasora_mesh_add_node_parent [97]
                0.00    0.00       5/50          wasora_mesh_compute_coords_from_parent [106]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[69]     0.0    0.00    0.00       1         mesh_six_node_prism_init [69]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[70]     0.0    0.00    0.00       1         mesh_six_node_triangle_init [70]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       6/120         wasora_mesh_add_node_parent [97]
                0.00    0.00       3/50          wasora_mesh_compute_coords_from_parent [106]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[71]     0.0    0.00    0.00       1         mesh_ten_node_tetrahedron_init [71]
                0.00    0.00       1/2           mesh_tetrahedron_gauss_init [64]
                0.00    0.00      12/120         wasora_mesh_add_node_parent [97]
                0.00    0.00       6/50          wasora_mesh_compute_coords_from_parent [106]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[72]     0.0    0.00    0.00       1         mesh_three_node_line_init [72]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       2/120         wasora_mesh_add_node_parent [97]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
                0.00    0.00       1/50          wasora_mesh_compute_coords_from_parent [106]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[73]     0.0    0.00    0.00       1         mesh_three_node_triangle_init [73]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[74]     0.0    0.00    0.00       1         mesh_twenty_node_hexaedron_init [74]
                0.00    0.00       1/2           mesh_hexa_gauss27_init [63]
                0.00    0.00      24/120         wasora_mesh_add_node_parent [97]
                0.00    0.00      12/50          wasora_mesh_compute_coords_from_parent [106]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[75]     0.0    0.00    0.00       1         mesh_twentyseven_node_hexaedron_init [75]
                0.00    0.00       1/2           mesh_hexa_gauss27_init [63]
                0.00    0.00      56/120         wasora_mesh_add_node_parent [97]
                0.00    0.00      19/50          wasora_mesh_compute_coords_from_parent [106]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[76]     0.0    0.00    0.00       1         mesh_two_node_line_init [76]
                0.00    0.00       2/26          mesh_init_shape_at_gauss [62]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00      12/12          wasora_step [3]
[77]     0.0    0.00    0.00      12         wasora_instruction_print [77]
                0.00    0.00       8/5726477     wasora_evaluate_expression [20]
-----------------------------------------------
                0.00    0.00      20/20          wasora_parse_input_file [81]
[78]     0.0    0.00    0.00      20         wasora_parse_line [78]
                0.00    0.00       8/8           wasora_mesh_parse_line [79]
                0.00    0.00      77/172         wasora_get_next_token [94]
                0.00    0.00      36/36          wasora_parser_match_keyword_expression [109]
                0.00    0.00      19/33          wasora_parser_string [111]
                0.00    0.00      12/15          wasora_define_instruction [126]
                0.00    0.00       9/26          wasora_get_matrix_ptr [115]
                0.00    0.00       9/27          wasora_get_vector_ptr [113]
                0.00    0.00       9/14          wasora_parse_expression [128]
                0.00    0.00       1/21          wasora_pop_error_message [117]
-----------------------------------------------
                0.00    0.00       8/8           wasora_parse_line [78]
[79]     0.0    0.00    0.00       8         wasora_mesh_parse_line [79]
                0.00    0.00       1/1           wasora_parser_expression_in_string [82]
                0.00    0.00      25/172         wasora_get_next_token [94]
                0.00    0.00       7/33          wasora_parser_string [111]
                0.00    0.00       6/8           wasora_define_vector [135]
                0.00    0.00       4/4           wasora_define_property_data [145]
                0.00    0.00       2/2           wasora_define_physical_entity [155]
                0.00    0.00       2/90          wasora_check_name [100]
                0.00    0.00       2/70          wasora_define_variable [102]
                0.00    0.00       1/1           wasora_parser_file_path [207]
                0.00    0.00       1/1           wasora_define_mesh [189]
                0.00    0.00       1/15          wasora_define_instruction [126]
                0.00    0.00       1/1           wasora_define_material [188]
-----------------------------------------------
                0.00    0.00       1/1           wasora_parser_expression_in_string [82]
[80]     0.0    0.00    0.00       1         wasora_evaluate_expression_in_string [80]
                0.00    0.00       1/5726477     wasora_evaluate_expression [20]
                0.00    0.00       1/14          wasora_parse_expression [128]
                0.00    0.00       1/37          wasora_destroy_expression [108]
-----------------------------------------------
                0.00    0.00       1/1           wasora_parse_main_input_file [52]
[81]     0.0    0.00    0.00       1         wasora_parse_input_file [81]
                0.00    0.00      20/20          wasora_parse_line [78]
                0.00    0.00      57/114         wasora_read_line [98]
                0.00    0.00      20/21          wasora_pop_error_message [117]
                0.00    0.00       4/4           plugin_parse_line [143]
                0.00    0.00       1/4           wasora_fopen [146]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_parse_line [79]
[82]     0.0    0.00    0.00       1         wasora_parser_expression_in_string [82]
                0.00    0.00       1/1           wasora_evaluate_expression_in_string [80]
                0.00    0.00       1/172         wasora_get_next_token [94]
-----------------------------------------------
                0.00    0.00      24/138264      mesh_init_shape_at_gauss [62]
                0.00    0.00   46080/138264      mesh_compute_dhdx [14]
                0.00    0.00   92160/138264      mesh_compute_dxdr [6]
[83]     0.0    0.00    0.00  138264         mesh_three_node_triang_dhdr [83]
-----------------------------------------------
                0.00    0.00   98420/98420       kd_insert [31]
[84]     0.0    0.00    0.00   98420         hyperrect_extend [84]
-----------------------------------------------
                0.00    0.00      12/69132       mesh_init_shape_at_gauss [62]
                0.00    0.00   11520/69132       mesh_compute_H [26]
                0.00    0.00   23040/69132       mesh_compute_h [17]
                0.00    0.00   34560/69132       mesh_compute_x [18]
[85]     0.0    0.00    0.00   69132         mesh_three_node_triang_h [85]
-----------------------------------------------
                0.00    0.00   68864/68864       mesh_compute_dxdr [6]
[86]     0.0    0.00    0.00   68864         mesh_cross [86]
-----------------------------------------------
                0.00    0.00   68864/68864       mesh_compute_dxdr [6]
[87]     0.0    0.00    0.00   68864         mesh_dot [87]
-----------------------------------------------
                0.00    0.00   68864/68864       mesh_compute_dxdr [6]
[88]     0.0    0.00    0.00   68864         mesh_normalized_cross [88]
-----------------------------------------------
                0.00    0.00    2268/2268        mesh_init_shape_at_gauss [62]
[89]     0.0    0.00    0.00    2268         mesh_twentyseven_node_hexahedron_dhdr [89]
-----------------------------------------------
                0.00    0.00    1680/1680        mesh_init_shape_at_gauss [62]
[90]     0.0    0.00    0.00    1680         mesh_twenty_node_hexahedron_dhdr [90]
-----------------------------------------------
                0.00    0.00     756/756         mesh_init_shape_at_gauss [62]
[91]     0.0    0.00    0.00     756         mesh_twentyseven_node_hexahedron_h [91]
-----------------------------------------------
                0.00    0.00     560/560         mesh_init_shape_at_gauss [62]
[92]     0.0    0.00    0.00     560         mesh_twenty_node_hexahedron_h [92]
-----------------------------------------------
                0.00    0.00     180/180         mesh_init_shape_at_gauss [62]
[93]     0.0    0.00    0.00     180         mesh_nine_node_quad_dhdr [93]
-----------------------------------------------
                0.00    0.00       1/172         wasora_parser_expression_in_string [82]
                0.00    0.00       1/172         wasora_parser_keywords_ints [208]
                0.00    0.00      15/172         plugin_parse_line [143]
                0.00    0.00      20/172         wasora_parse_first_pass [206]
                0.00    0.00      25/172         wasora_mesh_parse_line [79]
                0.00    0.00      33/172         wasora_parser_string [111]
                0.00    0.00      77/172         wasora_parse_line [78]
[94]     0.0    0.00    0.00     172         wasora_get_next_token [94]
-----------------------------------------------
                0.00    0.00     160/160         mesh_init_shape_at_gauss [62]
[95]     0.0    0.00    0.00     160         mesh_eight_node_quad_dhdr [95]
-----------------------------------------------
                0.00    0.00     150/150         mesh_init_shape_at_gauss [62]
[96]     0.0    0.00    0.00     150         mesh_ten_node_tetrahedron_dhdr [96]
-----------------------------------------------
                0.00    0.00       2/120         mesh_three_node_line_init [72]
                0.00    0.00       6/120         mesh_six_node_triangle_init [70]
                0.00    0.00       8/120         mesh_eight_node_quadrangle_init [65]
                0.00    0.00      12/120         mesh_ten_node_tetrahedron_init [71]
                0.00    0.00      12/120         mesh_nine_node_quadrangle_init [68]
                0.00    0.00      24/120         mesh_twenty_node_hexaedron_init [74]
                0.00    0.00      56/120         mesh_twentyseven_node_hexaedron_init [75]
[97]     0.0    0.00    0.00     120         wasora_mesh_add_node_parent [97]
-----------------------------------------------
                0.00    0.00      57/114         wasora_parse_first_pass [206]
                0.00    0.00      57/114         wasora_parse_input_file [81]
[98]     0.0    0.00    0.00     114         wasora_read_line [98]
-----------------------------------------------
                0.00    0.00      90/90          mesh_init_shape_at_gauss [62]
[99]     0.0    0.00    0.00      90         mesh_nine_node_quad_h [99]
-----------------------------------------------
                0.00    0.00       2/90          wasora_mesh_parse_line [79]
                0.00    0.00       8/90          wasora_define_vector [135]
                0.00    0.00      10/90          wasora_define_function [130]
                0.00    0.00      70/90          wasora_define_variable [102]
[100]    0.0    0.00    0.00      90         wasora_check_name [100]
-----------------------------------------------
                0.00    0.00      80/80          mesh_init_shape_at_gauss [62]
[101]    0.0    0.00    0.00      80         mesh_eight_node_quad_h [101]
-----------------------------------------------
                0.00    0.00       2/70          wasora_mesh_parse_line [79]
                0.00    0.00       7/70          wasora_mesh_init_before_parser [55]
                0.00    0.00      24/70          plugin_init_before_parser [181]
                0.00    0.00      37/70          wasora_init_before_parser [53]
[102]    0.0    0.00    0.00      70         wasora_define_variable [102]
                0.00    0.00      70/90          wasora_check_name [100]
-----------------------------------------------
                0.00    0.00      70/70          wasora_free_vars [201]
[103]    0.0    0.00    0.00      70         wasora_free_var [103]
-----------------------------------------------
                0.00    0.00      60/60          mesh_init_shape_at_gauss [62]
[104]    0.0    0.00    0.00      60         mesh_four_node_tetrahedron_dhdr [104]
-----------------------------------------------
                0.00    0.00      50/50          mesh_init_shape_at_gauss [62]
[105]    0.0    0.00    0.00      50         mesh_ten_node_tetrahedron_h [105]
-----------------------------------------------
                0.00    0.00       1/50          mesh_three_node_line_init [72]
                0.00    0.00       3/50          mesh_six_node_triangle_init [70]
                0.00    0.00       4/50          mesh_eight_node_quadrangle_init [65]
                0.00    0.00       5/50          mesh_nine_node_quadrangle_init [68]
                0.00    0.00       6/50          mesh_ten_node_tetrahedron_init [71]
                0.00    0.00      12/50          mesh_twenty_node_hexaedron_init [74]
                0.00    0.00      19/50          mesh_twentyseven_node_hexaedron_init [75]
[106]    0.0    0.00    0.00      50         wasora_mesh_compute_coords_from_parent [106]
-----------------------------------------------
                0.00    0.00      48/48          mesh_init_shape_at_gauss [62]
[107]    0.0    0.00    0.00      48         mesh_six_node_triang_dhdr [107]
-----------------------------------------------
                0.00    0.00       1/37          wasora_evaluate_expression_in_string [80]
                0.00    0.00      36/37          wasora_free_prints [198]
[108]    0.0    0.00    0.00      37         wasora_destroy_expression [108]
-----------------------------------------------
                0.00    0.00      36/36          wasora_parse_line [78]
[109]    0.0    0.00    0.00      36         wasora_parser_match_keyword_expression [109]
-----------------------------------------------
                0.00    0.00      35/35          wasora_parse_madeup_expression [114]
[110]    0.0    0.00    0.00      35         wasora_parse_factor [110]
                0.00    0.00      17/17          wasora_ends_in_zero [120]
                0.00    0.00      17/17          wasora_ends_in_init [119]
                0.00    0.00      17/26          wasora_get_matrix_ptr [115]
                0.00    0.00      17/27          wasora_get_vector_ptr [113]
                0.00    0.00      17/17          wasora_get_variable_ptr [125]
                0.00    0.00      17/17          wasora_get_builtin_function_ptr [121]
                0.00    0.00      17/17          wasora_get_builtin_vectorfunction_ptr [123]
                0.00    0.00      17/17          wasora_get_builtin_functional_ptr [122]
                0.00    0.00      17/17          wasora_get_function_ptr [124]
                0.00    0.00       1/1           wasora_push_error_message [209]
-----------------------------------------------
                0.00    0.00       1/33          wasora_parser_file_path [207]
                0.00    0.00       6/33          plugin_parse_line [143]
                0.00    0.00       7/33          wasora_mesh_parse_line [79]
                0.00    0.00      19/33          wasora_parse_line [78]
[111]    0.0    0.00    0.00      33         wasora_parser_string [111]
                0.00    0.00      33/172         wasora_get_next_token [94]
-----------------------------------------------
                0.00    0.00       2/28          mesh_eight_node_quadrangle_init [65]
                0.00    0.00       2/28          mesh_six_node_prism_init [69]
                0.00    0.00       2/28          mesh_three_node_triangle_init [73]
                0.00    0.00       2/28          mesh_four_node_quadrangle_init [66]
                0.00    0.00       2/28          mesh_six_node_triangle_init [70]
                0.00    0.00       2/28          mesh_three_node_line_init [72]
                0.00    0.00       2/28          mesh_two_node_line_init [76]
                0.00    0.00       2/28          mesh_eight_node_hexahedron_init [56]
                0.00    0.00       2/28          mesh_nine_node_quadrangle_init [68]
                0.00    0.00       2/28          mesh_one_node_point_init [167]
                0.00    0.00       4/28          mesh_tetrahedron_gauss_init [64]
                0.00    0.00       4/28          mesh_hexa_gauss27_init [63]
[112]    0.0    0.00    0.00      28         mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/27          plugin_init_after_parser [180]
                0.00    0.00       9/27          wasora_parse_line [78]
                0.00    0.00      17/27          wasora_parse_factor [110]
[113]    0.0    0.00    0.00      27         wasora_get_vector_ptr [113]
-----------------------------------------------
                0.00    0.00      27/27          wasora_parse_expression [128]
[114]    0.0    0.00    0.00      27         wasora_parse_madeup_expression [114]
                0.00    0.00      35/35          wasora_parse_factor [110]
-----------------------------------------------
                0.00    0.00       9/26          wasora_parse_line [78]
                0.00    0.00      17/26          wasora_parse_factor [110]
[115]    0.0    0.00    0.00      26         wasora_get_matrix_ptr [115]
-----------------------------------------------
                0.00    0.00      24/24          mesh_init_shape_at_gauss [62]
[116]    0.0    0.00    0.00      24         mesh_six_node_triang_h [116]
-----------------------------------------------
                0.00    0.00       1/21          wasora_parse_line [78]
                0.00    0.00      20/21          wasora_parse_input_file [81]
[117]    0.0    0.00    0.00      21         wasora_pop_error_message [117]
-----------------------------------------------
                0.00    0.00      20/20          mesh_init_shape_at_gauss [62]
[118]    0.0    0.00    0.00      20         mesh_four_node_tetrahedron_h [118]
-----------------------------------------------
                0.00    0.00      17/17          wasora_parse_factor [110]
[119]    0.0    0.00    0.00      17         wasora_ends_in_init [119]
-----------------------------------------------
                0.00    0.00      17/17          wasora_parse_factor [110]
[120]    0.0    0.00    0.00      17         wasora_ends_in_zero [120]
-----------------------------------------------
                0.00    0.00      17/17          wasora_parse_factor [110]
[121]    0.0    0.00    0.00      17         wasora_get_builtin_function_ptr [121]
-----------------------------------------------
                0.00    0.00      17/17          wasora_parse_factor [110]
[122]    0.0    0.00    0.00      17         wasora_get_builtin_functional_ptr [122]
-----------------------------------------------
                0.00    0.00      17/17          wasora_parse_factor [110]
[123]    0.0    0.00    0.00      17         wasora_get_builtin_vectorfunction_ptr [123]
-----------------------------------------------
                0.00    0.00      17/17          wasora_parse_factor [110]
[124]    0.0    0.00    0.00      17         wasora_get_function_ptr [124]
-----------------------------------------------
                0.00    0.00      17/17          wasora_parse_factor [110]
