Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[125]    0.0    0.00    0.00      17         wasora_get_variable_ptr [125]
-----------------------------------------------
                0.00    0.00       1/15          wasora_mesh_parse_line [79]
                0.00    0.00       2/15          plugin_parse_line [143]
                0.00    0.00      12/15          wasora_parse_line [78]
[126]    0.0    0.00    0.00      15         wasora_define_instruction [126]
-----------------------------------------------
                0.00    0.00      14/14          wasora_parse_expression [128]
[127]    0.0    0.00    0.00      14         wasora_add_leading_zeros [127]
-----------------------------------------------
                0.00    0.00       1/14          wasora_evaluate_expression_in_string [80]
                0.00    0.00       4/14          wasora_define_property_data [145]
                0.00    0.00       9/14          wasora_parse_line [78]
[128]    0.0    0.00    0.00      14         wasora_parse_expression [128]
                0.00    0.00      27/27          wasora_parse_madeup_expression [114]
                0.00    0.00      14/14          wasora_add_leading_zeros [127]
                0.00    0.00      14/14          wasora_strip_blanks [129]
-----------------------------------------------
                0.00    0.00      14/14          wasora_parse_expression [128]
[129]    0.0    0.00    0.00      14         wasora_strip_blanks [129]
-----------------------------------------------
                0.00    0.00       2/10          milonga_define_result_functions [174]
                0.00    0.00       4/10          wasora_define_physical_property [144]
                0.00    0.00       4/10          wasora_define_property_data [145]
[130]    0.0    0.00    0.00      10         wasora_define_function [130]
                0.00    0.00      10/90          wasora_check_name [100]
-----------------------------------------------
                0.00    0.00      10/10          wasora_free_functions [193]
[131]    0.0    0.00    0.00      10         wasora_free_function [131]
-----------------------------------------------
                0.00    0.00       9/9           mesh_init_shape_at_gauss [62]
[132]    0.0    0.00    0.00       9         mesh_three_node_line_dhdr [132]
-----------------------------------------------
                0.00    0.00       9/9           mesh_init_shape_at_gauss [62]
[133]    0.0    0.00    0.00       9         mesh_three_node_line_h [133]
-----------------------------------------------
                0.00    0.00       8/8           plugin_init_after_parser [180]
[134]    0.0    0.00    0.00       8         milonga_resolve_xs_expr [134]
-----------------------------------------------
                0.00    0.00       1/8           plugin_init_after_parser [180]
                0.00    0.00       1/8           wasora_mesh_init_before_parser [55]
                0.00    0.00       6/8           wasora_mesh_parse_line [79]
[135]    0.0    0.00    0.00       8         wasora_define_vector [135]
                0.00    0.00       8/90          wasora_check_name [100]
-----------------------------------------------
                0.00    0.00       8/8           wasora_free_vectors [202]
[136]    0.0    0.00    0.00       8         wasora_free_vector [136]
-----------------------------------------------
                0.00    0.00       6/6           milonga_instruction_step [4]
[137]    0.0    0.00    0.00       6         PetscTime [137]
-----------------------------------------------
                0.00    0.00       6/6           mesh_init_shape_at_gauss [62]
[138]    0.0    0.00    0.00       6         mesh_two_node_line_dhdr [138]
-----------------------------------------------
                0.00    0.00       6/6           mesh_init_shape_at_gauss [62]
[139]    0.0    0.00    0.00       6         mesh_two_node_line_h [139]
-----------------------------------------------
                0.00    0.00       6/6           milonga_instruction_step [4]
[140]    0.0    0.00    0.00       6         milonga_get_cpu_time [140]
-----------------------------------------------
                0.00    0.00       1/5           plugin_parse_line [143]
                0.00    0.00       1/5           wasora_parser_file_path [207]
                0.00    0.00       3/5           wasora_init_before_parser [53]
[141]    0.0    0.00    0.00       5         wasora_define_file [141]
-----------------------------------------------
                0.00    0.00       2/4           diffusion_elements_build_volume_objects [8]
                0.00    0.00       2/4           diffusion_elements_build_robin_objects [21]
[142]    0.0    0.00    0.00       4         diffusion_elements_allocate_particular_elemental_objects [142]
-----------------------------------------------
                0.00    0.00       4/4           wasora_parse_input_file [81]
[143]    0.0    0.00    0.00       4         plugin_parse_line [143]
                0.00    0.00      15/172         wasora_get_next_token [94]
                0.00    0.00       6/33          wasora_parser_string [111]
                0.00    0.00       2/15          wasora_define_instruction [126]
                0.00    0.00       1/1           wasora_parser_keywords_ints [208]
                0.00    0.00       1/1           milonga_define_result_functions [174]
                0.00    0.00       1/5           wasora_define_file [141]
-----------------------------------------------
                0.00    0.00       4/4           wasora_define_property_data [145]
[144]    0.0    0.00    0.00       4         wasora_define_physical_property [144]
                0.00    0.00       4/10          wasora_define_function [130]
-----------------------------------------------
                0.00    0.00       4/4           wasora_mesh_parse_line [79]
[145]    0.0    0.00    0.00       4         wasora_define_property_data [145]
                0.00    0.00       4/4           wasora_define_physical_property [144]
                0.00    0.00       4/14          wasora_parse_expression [128]
                0.00    0.00       4/10          wasora_define_function [130]
-----------------------------------------------
                0.00    0.00       1/4           wasora_parse_first_pass [206]
                0.00    0.00       1/4           wasora_parse_input_file [81]
                0.00    0.00       2/4           wasora_instruction_open_file [158]
[146]    0.0    0.00    0.00       4         wasora_fopen [146]
-----------------------------------------------
                0.00    0.00       1/4           plugin_init_after_parser [180]
                0.00    0.00       1/4           wasora_mesh_init_before_parser [55]
                0.00    0.00       2/4           wasora_instruction_mesh [11]
[147]    0.0    0.00    0.00       4         wasora_vector_init [147]
-----------------------------------------------
                0.00    0.00       3/3           wasora_free_files [192]
[148]    0.0    0.00    0.00       3         wasora_instruction_close_file [148]
-----------------------------------------------
                0.00    0.00       3/3           wasora_mesh_init_before_parser [55]
[149]    0.0    0.00    0.00       3         wasora_realloc_variable_ptr [149]
-----------------------------------------------
                0.00    0.00       2/2           diffusion_elements_problem_init [161]
[150]    0.0    0.00    0.00       2         diffusion_elements_results_fill_args [150]
-----------------------------------------------
                0.00    0.00       1/2           diffusion_elements_matrices_build [7]
                0.00    0.00       1/2           diffusion_elements_set_essential_bc [162]
[151]    0.0    0.00    0.00       2         milonga_assembly_objects [151]
-----------------------------------------------
                0.00    0.00       1/2           plugin_longversion [182]
                0.00    0.00       1/2           milonga_debug_cpu_info [172]
[152]    0.0    0.00    0.00       2         milonga_debug_n_processors [152]
-----------------------------------------------
                0.00    0.00       1/2           plugin_init_before_run [45]
                0.00    0.00       1/2           plugin_finalize [44]
[153]    0.0    0.00    0.00       2         milonga_free_global_matrices [153]
-----------------------------------------------
                0.00    0.00       1/2           plugin_init_before_run [45]
                0.00    0.00       1/2           plugin_finalize [44]
[154]    0.0    0.00    0.00       2         milonga_free_global_vectors [154]
-----------------------------------------------
                0.00    0.00       2/2           wasora_mesh_parse_line [79]
[155]    0.0    0.00    0.00       2         wasora_define_physical_entity [155]
-----------------------------------------------
                0.00    0.00       2/2           wasora_instruction_open_file [158]
[156]    0.0    0.00    0.00       2         wasora_evaluate_string [156]
-----------------------------------------------
                0.00    0.00       1/2           mesh_vtk_write_scalar [169]
                0.00    0.00       1/2           wasora_instruction_mesh_post [39]
[157]    0.0    0.00    0.00       2         wasora_function_init [157]
-----------------------------------------------
                0.00    0.00       1/2           mesh_gmsh_readmesh [32]
                0.00    0.00       1/2           wasora_instruction_mesh_post [39]
[158]    0.0    0.00    0.00       2         wasora_instruction_open_file [158]
                0.00    0.00       2/2           wasora_evaluate_string [156]
                0.00    0.00       2/4           wasora_fopen [146]
-----------------------------------------------
                0.00    0.00       1/1           diffusion_elements_matrices_build [7]
[159]    0.0    0.00    0.00       1         diffusion_elements_allocate_general_elemental_objects [159]
-----------------------------------------------
                0.00    0.00       1/1           diffusion_elements_problem_free [34]
[160]    0.0    0.00    0.00       1         diffusion_elements_free_elemental_objects [160]
-----------------------------------------------
                0.00    0.00       1/1           milonga_instruction_step [4]
[161]    0.0    0.00    0.00       1         diffusion_elements_problem_init [161]
                0.00    0.00       2/2           diffusion_elements_results_fill_args [150]
                0.00    0.00       1/1           milonga_allocate_global_vectors [171]
                0.00    0.00       1/1           milonga_allocate_global_matrices [170]
                0.00    0.00       1/1           mesh_node_indexes [166]
-----------------------------------------------
                0.00    0.00       1/1           diffusion_elements_matrices_build [7]
[162]    0.0    0.00    0.00       1         diffusion_elements_set_essential_bc [162]
                0.00    0.00       1/2           milonga_assembly_objects [151]
-----------------------------------------------
                0.00    0.00       1/1           kd_insert [31]
[163]    0.0    0.00    0.00       1         hyperrect_create [163]
-----------------------------------------------
                0.00    0.00       1/1           kd_clear [50]
[164]    0.0    0.00    0.00       1         hyperrect_free [164]
-----------------------------------------------
                0.00    0.00       1/1           wasora_instruction_mesh [11]
[165]    0.0    0.00    0.00       1         kd_create [165]
-----------------------------------------------
                0.00    0.00       1/1           diffusion_elements_problem_init [161]
[166]    0.0    0.00    0.00       1         mesh_node_indexes [166]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_element_types_init [54]
[167]    0.0    0.00    0.00       1         mesh_one_node_point_init [167]
                0.00    0.00       2/28          mesh_alloc_gauss [112]
-----------------------------------------------
                0.00    0.00       1/1           wasora_instruction_mesh_post [39]
[168]    0.0    0.00    0.00       1         mesh_vtk_write_header [168]
-----------------------------------------------
                0.00    0.00       1/1           wasora_instruction_mesh_post [39]
[169]    0.0    0.00    0.00       1         mesh_vtk_write_scalar [169]
                0.00    0.00       1/2           wasora_function_init [157]
-----------------------------------------------
                0.00    0.00       1/1           diffusion_elements_problem_init [161]
[170]    0.0    0.00    0.00       1         milonga_allocate_global_matrices [170]
-----------------------------------------------
                0.00    0.00       1/1           diffusion_elements_problem_init [161]
[171]    0.0    0.00    0.00       1         milonga_allocate_global_vectors [171]
-----------------------------------------------
                0.00    0.00       1/1           plugin_longversion [182]
[172]    0.0    0.00    0.00       1         milonga_debug_cpu_info [172]
                0.00    0.00       1/2           milonga_debug_n_processors [152]
-----------------------------------------------
                0.00    0.00       1/1           plugin_longversion [182]
[173]    0.0    0.00    0.00       1         milonga_debug_cpu_info_free [173]
-----------------------------------------------
                0.00    0.00       1/1           plugin_parse_line [143]
[174]    0.0    0.00    0.00       1         milonga_define_result_functions [174]
                0.00    0.00       2/10          wasora_define_function [130]
-----------------------------------------------
                0.00    0.00       1/1           milonga_instruction_step [4]
[175]    0.0    0.00    0.00       1         milonga_read_boundaries [175]
-----------------------------------------------
                0.00    0.00       1/1           plugin_init_after_parser [180]
[176]    0.0    0.00    0.00       1         milonga_set_entry_points [176]
-----------------------------------------------
                0.00    0.00       1/1           milonga_instruction_step [4]
[177]    0.0    0.00    0.00       1         milonga_solve_eigen_slepc [177]
-----------------------------------------------
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [205]
[178]    0.0    0.00    0.00       1         plugin_copyright [178]
-----------------------------------------------
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [205]
[179]    0.0    0.00    0.00       1         plugin_description [179]
-----------------------------------------------
                0.00    0.00       1/1           wasora_init_after_parser [204]
[180]    0.0    0.00    0.00       1         plugin_init_after_parser [180]
                0.00    0.00       8/8           milonga_resolve_xs_expr [134]
                0.00    0.00       1/27          wasora_get_vector_ptr [113]
                0.00    0.00       1/8           wasora_define_vector [135]
                0.00    0.00       1/4           wasora_vector_init [147]
                0.00    0.00       1/1           milonga_set_entry_points [176]
-----------------------------------------------
                0.00    0.00       1/1           wasora_init_before_parser [53]
[181]    0.0    0.00    0.00       1         plugin_init_before_parser [181]
                0.00    0.00      24/70          wasora_define_variable [102]
-----------------------------------------------
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [205]
[182]    0.0    0.00    0.00       1         plugin_longversion [182]
                0.00    0.00       1/2           milonga_debug_n_processors [152]
                0.00    0.00       1/1           milonga_debug_cpu_info [172]
                0.00    0.00       1/1           milonga_debug_cpu_info_free [173]
-----------------------------------------------
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [205]
[183]    0.0    0.00    0.00       1         plugin_name [183]
-----------------------------------------------
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [205]
[184]    0.0    0.00    0.00       1         plugin_usage [184]
-----------------------------------------------
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [205]
[185]    0.0    0.00    0.00       1         plugin_version [185]
-----------------------------------------------
                0.00    0.00       1/1           wasora_load_hardcoded_plugin [205]
[186]    0.0    0.00    0.00       1         plugin_wasorahmd5 [186]
-----------------------------------------------
                0.00    0.00       1/1           wasora_standard_run [2]
[187]    0.0    0.00    0.00       1         wasora_debug [187]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_parse_line [79]
[188]    0.0    0.00    0.00       1         wasora_define_material [188]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_parse_line [79]
[189]    0.0    0.00    0.00       1         wasora_define_mesh [189]
                0.00    0.00       1/1           wasora_get_mesh_ptr [203]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[190]    0.0    0.00    0.00       1         wasora_free_assignments [190]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[191]    0.0    0.00    0.00       1         wasora_free_dae [191]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[192]    0.0    0.00    0.00       1         wasora_free_files [192]
                0.00    0.00       3/3           wasora_instruction_close_file [148]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[193]    0.0    0.00    0.00       1         wasora_free_functions [193]
                0.00    0.00      10/10          wasora_free_function [131]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[194]    0.0    0.00    0.00       1         wasora_free_instructions [194]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[195]    0.0    0.00    0.00       1         wasora_free_matrices [195]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[196]    0.0    0.00    0.00       1         wasora_free_print_functions [196]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[197]    0.0    0.00    0.00       1         wasora_free_print_vectors [197]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[198]    0.0    0.00    0.00       1         wasora_free_prints [198]
                0.00    0.00      36/37          wasora_destroy_expression [108]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[199]    0.0    0.00    0.00       1         wasora_free_shm [199]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[200]    0.0    0.00    0.00       1         wasora_free_solves [200]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[201]    0.0    0.00    0.00       1         wasora_free_vars [201]
                0.00    0.00      70/70          wasora_free_var [103]
-----------------------------------------------
                0.00    0.00       1/1           wasora_finalize [46]
[202]    0.0    0.00    0.00       1         wasora_free_vectors [202]
                0.00    0.00       8/8           wasora_free_vector [136]
-----------------------------------------------
                0.00    0.00       1/1           wasora_define_mesh [189]
[203]    0.0    0.00    0.00       1         wasora_get_mesh_ptr [203]
-----------------------------------------------
                0.00    0.00       1/1           wasora_parse_main_input_file [52]
[204]    0.0    0.00    0.00       1         wasora_init_after_parser [204]
                0.00    0.00       1/1           plugin_init_after_parser [180]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[205]    0.0    0.00    0.00       1         wasora_load_hardcoded_plugin [205]
                0.00    0.00       1/1           plugin_name [183]
                0.00    0.00       1/1           plugin_version [185]
                0.00    0.00       1/1           plugin_longversion [182]
                0.00    0.00       1/1           plugin_description [179]
                0.00    0.00       1/1           plugin_usage [184]
                0.00    0.00       1/1           plugin_wasorahmd5 [186]
                0.00    0.00       1/1           plugin_copyright [178]
-----------------------------------------------
                0.00    0.00       1/1           wasora_parse_main_input_file [52]
[206]    0.0    0.00    0.00       1         wasora_parse_first_pass [206]
                0.00    0.00      57/114         wasora_read_line [98]
                0.00    0.00      20/172         wasora_get_next_token [94]
                0.00    0.00       1/4           wasora_fopen [146]
-----------------------------------------------
                0.00    0.00       1/1           wasora_mesh_parse_line [79]
[207]    0.0    0.00    0.00       1         wasora_parser_file_path [207]
                0.00    0.00       1/33          wasora_parser_string [111]
                0.00    0.00       1/5           wasora_define_file [141]
-----------------------------------------------
                0.00    0.00       1/1           plugin_parse_line [143]
[208]    0.0    0.00    0.00       1         wasora_parser_keywords_ints [208]
                0.00    0.00       1/172         wasora_get_next_token [94]
-----------------------------------------------
                0.00    0.00       1/1           wasora_parse_factor [110]
[209]    0.0    0.00    0.00       1         wasora_push_error_message [209]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [137] PetscTime              [23] mesh_six_node_prism_h [119] wasora_ends_in_init
  [49] clear_rec              [69] mesh_six_node_prism_init [120] wasora_ends_in_zero
 [159] diffusion_elements_allocate_general_elemental_objects [107] mesh_six_node_triang_dhdr [20] wasora_evaluate_expression
 [142] diffusion_elements_allocate_particular_elemental_objects [116] mesh_six_node_triang_h [80] wasora_evaluate_expression_in_string
  [21] diffusion_elements_build_robin_objects [70] mesh_six_node_triangle_init [156] wasora_evaluate_string
   [8] diffusion_elements_build_volume_objects [33] mesh_subtract [46] wasora_finalize
 [160] diffusion_elements_free_elemental_objects [96] mesh_ten_node_tetrahedron_dhdr [146] wasora_fopen
   [7] diffusion_elements_matrices_build [105] mesh_ten_node_tetrahedron_h [190] wasora_free_assignments
  [12] diffusion_elements_normalize_flux [71] mesh_ten_node_tetrahedron_init [191] wasora_free_dae
  [34] diffusion_elements_problem_free [64] mesh_tetrahedron_gauss_init [192] wasora_free_files
 [161] diffusion_elements_problem_init [132] mesh_three_node_line_dhdr [131] wasora_free_function
 [150] diffusion_elements_results_fill_args [133] mesh_three_node_line_h [193] wasora_free_functions
  [59] diffusion_elements_results_fill_flux [72] mesh_three_node_line_init [194] wasora_free_instructions
  [19] diffusion_elements_results_fill_power [83] mesh_three_node_triang_dhdr [195] wasora_free_matrices
 [162] diffusion_elements_set_essential_bc [85] mesh_three_node_triang_h [196] wasora_free_print_functions
 [163] hyperrect_create       [73] mesh_three_node_triangle_init [197] wasora_free_print_vectors
  [84] hyperrect_extend       [74] mesh_twenty_node_hexaedron_init [198] wasora_free_prints
 [164] hyperrect_free         [90] mesh_twenty_node_hexahedron_dhdr [199] wasora_free_shm
  [30] insert_rec             [92] mesh_twenty_node_hexahedron_h [200] wasora_free_solves
  [50] kd_clear               [75] mesh_twentyseven_node_hexaedron_init [103] wasora_free_var
 [165] kd_create              [89] mesh_twentyseven_node_hexahedron_dhdr [201] wasora_free_vars
  [51] kd_free                [91] mesh_twentyseven_node_hexahedron_h [136] wasora_free_vector
  [31] kd_insert             [138] mesh_two_node_line_dhdr [202] wasora_free_vectors
  [48] mesh_add_element_to_list [139] mesh_two_node_line_h [157] wasora_function_init
  [42] mesh_add_material_to_list [76] mesh_two_node_line_init [121] wasora_get_builtin_function_ptr
  [58] mesh_alloc_fem_objects [168] mesh_vtk_write_header [122] wasora_get_builtin_functional_ptr
 [112] mesh_alloc_gauss       [37] mesh_vtk_write_mesh   [123] wasora_get_builtin_vectorfunction_ptr
  [25] mesh_compute_B        [169] mesh_vtk_write_scalar [124] wasora_get_function_ptr
  [26] mesh_compute_H         [38] mesh_vtk_write_unstructured_mesh [115] wasora_get_matrix_ptr
  [14] mesh_compute_dhdx     [170] milonga_allocate_global_matrices [203] wasora_get_mesh_ptr
   [6] mesh_compute_dxdr     [171] milonga_allocate_global_vectors [94] wasora_get_next_token
  [43] mesh_compute_element_barycenter [151] milonga_assembly_objects [125] wasora_get_variable_ptr
   [9] mesh_compute_fem_objects_at_gauss [172] milonga_debug_cpu_info [113] wasora_get_vector_ptr
  [17] mesh_compute_h        [173] milonga_debug_cpu_info_free [204] wasora_init_after_parser
  [27] mesh_compute_l        [152] milonga_debug_n_processors [53] wasora_init_before_parser
  [61] mesh_compute_r        [174] milonga_define_result_functions [47] wasora_init_before_run
  [18] mesh_compute_x        [153] milonga_free_global_matrices [148] wasora_instruction_close_file
  [86] mesh_cross            [154] milonga_free_global_vectors [11] wasora_instruction_mesh
  [29] mesh_cross_dot        [140] milonga_get_cpu_time   [39] wasora_instruction_mesh_post
  [24] mesh_determinant        [4] milonga_instruction_step [158] wasora_instruction_open_file
  [87] mesh_dot              [175] milonga_read_boundaries [77] wasora_instruction_print
  [10] mesh_eight_node_hexahedron_dhdr [134] milonga_resolve_xs_expr [60] wasora_io_write_binary_file
  [16] mesh_eight_node_hexahedron_h [176] milonga_set_entry_points [205] wasora_load_hardcoded_plugin
  [56] mesh_eight_node_hexahedron_init [177] milonga_solve_eigen_slepc [97] wasora_mesh_add_node_parent
  [95] mesh_eight_node_quad_dhdr [178] plugin_copyright  [106] wasora_mesh_compute_coords_from_parent
 [101] mesh_eight_node_quad_h [179] plugin_description    [54] wasora_mesh_element_types_init
  [65] mesh_eight_node_quadrangle_init [44] plugin_finalize [55] wasora_mesh_init_before_parser
  [36] mesh_element2cell     [180] plugin_init_after_parser [79] wasora_mesh_parse_line
  [41] mesh_four_node_quad_dhdr [181] plugin_init_before_parser [128] wasora_parse_expression
  [57] mesh_four_node_quad_h  [45] plugin_init_before_run [110] wasora_parse_factor
  [66] mesh_four_node_quadrangle_init [182] plugin_longversion [206] wasora_parse_first_pass
 [104] mesh_four_node_tetrahedron_dhdr [183] plugin_name  [81] wasora_parse_input_file
 [118] mesh_four_node_tetrahedron_h [143] plugin_parse_line [78] wasora_parse_line
  [67] mesh_four_node_tetrahedron_init [184] plugin_usage [114] wasora_parse_madeup_expression
  [35] mesh_free             [185] plugin_version         [52] wasora_parse_main_input_file
  [32] mesh_gmsh_readmesh    [186] plugin_wasorahmd5      [82] wasora_parser_expression_in_string
  [63] mesh_hexa_gauss27_init [127] wasora_add_leading_zeros [207] wasora_parser_file_path
  [22] mesh_hexahedron_vol   [100] wasora_check_name     [208] wasora_parser_keywords_ints
  [62] mesh_init_shape_at_gauss [187] wasora_debug       [109] wasora_parser_match_keyword_expression
  [13] mesh_integral_over_element [141] wasora_define_file [111] wasora_parser_string
   [5] mesh_integration_weight [130] wasora_define_function [117] wasora_pop_error_message
  [28] mesh_inverse          [126] wasora_define_instruction [209] wasora_push_error_message
  [93] mesh_nine_node_quad_dhdr [188] wasora_define_material [98] wasora_read_line
  [99] mesh_nine_node_quad_h [189] wasora_define_mesh    [149] wasora_realloc_variable_ptr
  [68] mesh_nine_node_quadrangle_init [155] wasora_define_physical_entity [2] wasora_standard_run
 [166] mesh_node_indexes     [144] wasora_define_physical_property [3] wasora_step
  [88] mesh_normalized_cross [145] wasora_define_property_data [129] wasora_strip_blanks
 [167] mesh_one_node_point_init [102] wasora_define_variable [147] wasora_vector_init
  [40] mesh_prism_vol        [135] wasora_define_vector
  [15] mesh_six_node_prism_dhdr [108] wasora_destroy_expression
